ID,FXJ,FYJ,MZJ,FXK,FYK,MZK
CA0A1,-1552483.6411854743,814612.9431534593,2922824099.5789948,1552483.6411854743,-814612.9431534593,2372160030.9184914
CB0B1,12166883.641185481,861413.9019768857,3023585909.635528,-12166883.641185481,-861413.9019768857,2575604453.2142296
CC0C1,6848000.000000024,408594.37112723885,2041539928.935542,-6848000.000000024,-408594.37112723885,614323483.3915119
CD0D1,1148015.3281505047,169339.94580358107,1.1920928955078125e-07,-1148015.3281505047,-169339.94580358107,1100709647.7232769
CE0E1,12547984.67184933,190949.97069857753,-6.556510925292969e-07,-12547984.67184933,-190949.97069857753,1241174809.5407548
CF0F1,7019200.000000023,398578.6022062177,2010958434.5650783,-7019200.000000023,-398578.6022062177,579802479.7753377
CG0G1,3595200.0000000126,392231.0458619107,1991132492.5039623,-3595200.0000000126,-392231.0458619107,558369305.5984573
CA1A2,-937378.1363915359,715486.9454781685,1950669529.8018165,937378.1363915359,-715486.9454781685,1984508670.3281114
CB1B2,10782978.136391653,836312.1816314314,2294373786.400713,-10782978.136391653,-836312.1816314314,2305343212.5721607
CC1C2,6352000.000000022,-120524.55782213842,-614323483.3915124,-6352000.000000022,120524.55782213842,-48561584.630251884
CD1D2,1368765.7214083395,801233.0499204574,2248542098.1064773,-1368765.7214083395,-801233.0499204574,2158239676.4560404
CE1E2,11335234.278591597,915610.8690881884,2577077377.2071896,-11335234.278591597,-915610.8690881884,2458782402.7778497
CF1F2,6510800.000000022,-108829.71820050722,-579802479.7753389,-6510800.000000022,108829.71820050722,-18760970.327452183
CG1G2,3334800.000000011,-101926.66132649884,-558369305.5984578,-3334800.000000011,101926.66132649884,-2227331.6972875595
CA2A3,-459480.2764648888,577860.8452861945,1583657828.8015864,459480.2764648888,-577860.8452861945,1594576820.2724824
CB2B3,9536280.276464935,685805.4109699314,1878617817.5285208,-9536280.276464935,-685805.4109699314,1893311942.8061013
CC2C3,5856000.0000000205,17578.160915339133,48561584.63025284,-5856000.0000000205,-17578.160915339133,48118300.404117584
CD2D3,1689508.0574145066,602602.9196416873,1646859923.259042,-1689508.0574145066,-602602.9196416873,1667456134.7702355
CE2E3,10022491.942585398,697111.1872847974,1903541357.5687103,-10022491.942585398,-697111.1872847974,1930570172.497673
CF2F3,6002400.000000022,9801.176184061449,18760970.32745099,-6002400.000000022,-9801.176184061449,35145498.684883595
CG2G3,3074400.000000012,5659.905752743012,2227331.6972875595,-3074400.000000012,-5659.905752743012,28902149.94280052
CA3A4,-87793.0358686084,516659.9629963452,1421649657.8849437,87793.0358686084,-516659.9629963452,1419980138.594953
CB3B4,8395793.035868667,627626.0727464621,1727377605.2974231,-8395793.035868667,-627626.0727464621,1724565794.8081203
CC3C4,5360000.000000022,-4061.5082052648067,-48118300.40411842,-5360000.000000022,4061.5082052648067,25780005.275160074
CD3D4,1883919.7249376886,551244.7320411594,1516126893.6461048,-1883919.7249376886,-551244.7320411594,1515719132.580269
CE3E4,8836080.275062226,650495.8702840416,1789963474.317741,-8836080.275062226,-650495.8702840416,1787763812.2444906
