ID,DX,DY,RZ
A0,0.0,0.0,0.0
B0,0.0,0.0,0.0
C0,0.0,0.0,0.0
D0,0.0,0.0,-0.02292523348580395
E0,0.0,0.0,-0.023964606760479314
F0,0.0,0.0,0.0
G0,0.0,0.0,0.0
A1,114.38617630689349,0.07365955315721513,-0.008935687676348196
B1,114.20967836356945,-12.572500132866569,-0.006582345893942555
C1,114.03965202167149,-8.06376811594205,-0.021773470592051702
D1,114.48876921872234,-3.102259568824456,-0.006990503437033187
E1,114.20799104872486,-13.025276663059806,-0.004782166963068231
F1,113.0369705531699,-8.265362318840602,-0.021808533914248376
G1,112.43034872642528,-4.2334782608695765,-0.02183100464172118
A2,207.43933934632477,-0.18460467089763644,-0.008679822922925075
B2,207.29368992586922,-22.124163445043354,-0.006780013474815275
C2,207.30942803362336,-14.392753623188444,-0.015016265788063385
D2,207.1578525061421,-5.7105329776354115,-0.008277856180401711
E2,207.20552597078222,-23.07497426874217,-0.006617308993149763
F2,207.48264903309445,-14.752572463768155,-0.015136622814870356
G2,207.62135709840996,-7.556195652173933,-0.01522329198698388
A3,292.7524495986253,-0.6825601324942075,-0.008793773784109962
B3,292.5340415013129,-30.67012102692489,-0.006825198600748216
C3,292.3859910289032,-20.227536231884116,-0.015441287532366624
D3,292.26644183653866,-8.381811953069578,-0.008234025063768193
E3,292.19663150233885,-32.073260510699555,-0.006468726490944418
F3,292.17034252851323,-20.733224637681218,-0.015354086812821108
G3,292.15998109878365,-10.61945652173916,-0.015310172340720586
A4,375.36841224880453,-1.3594191969279759,-0.008983096241325907
B4,375.1585461207629,-38.271160513215605,-0.007030292037765832
C4,375.031712493847,-25.568115942029063,-0.014703466515319381
D4,374.8983952192478,-11.044980472911975,-0.00837398865459645
E4,374.83229628622786,-40.091251411147226,-0.006632918712745744
F4,374.8344810542262,-26.207318840579784,-0.014729847399917086
G4,374.83447558886013,-13.42326086956526,-0.014743174190379318
A5,454.7620998415378,-2.1742763475003684,-0.009069114812492222
B5,454.5503450688751,-44.96818742061405,-0.007113310552217618
C5,454.4189319287916,-30.414492753623286,-0.01412645053356769
D5,454.28900261322,-13.662631610187061,-0.008402356177260675
E5,454.22407417620474,-47.166353897060766,-0.006657482599213742
F5,454.2240168586422,-31.174855072463867,-0.014119436858489948
G5,454.2243047597252,-15.96760869565223,-0.014115852894639345
A6,530.5094766650604,-3.08503579014788,-0.009068197756986935
B6,530.2976962059778,-50.80329754318386,-0.007112954462672335
C6,530.1664188416023,-34.76666666666679,-0.013409662085549104
D6,530.0348843248706,-16.19385827613019,-0.008351200038639692
E6,529.9690118336365,-53.33947505720481,-0.006606760899737045
F6,529.968807609548,-35.63583333333346,-0.013411128741753152
G6,529.9686184868344,-18.252500000000072,-0.013412037629958384
A7,602.1483654836643,-4.050138516414899,-0.008985661654494418
B7,601.936203140155,-55.818049889380504,-0.007030312623944325
C7,601.804163814976,-38.624637681159584,-0.012626845789427415
D7,601.6722642928947,-18.598158381226334,-0.008224170582478043
E7,601.606258257667,-58.65111698109437,-0.006479716813144714
F7,601.606148609985,-39.590253623188566,-0.012626301857048088
G7,601.6061112488613,-20.27793478260879,-0.012626072852328654
A8,669.2728384736444,-5.028145203577779,-0.008829846232051347
B8,669.060364820142,-60.0538837819277,-0.006874520764234561
C8,668.9277377456476,-41.98840579710164,-0.011770946886220494
D8,668.7951618027482,-20.834772011601316,-0.008030023395552113
E8,668.728804799785,-63.1420395826036,-0.006285563321030119
F8,668.7286638172177,-43.03811594202918,-0.011770858125147056
G8,668.7285858152133,-22.043913043478373,-0.011770925867115473
A9,731.5177300122442,-5.977810950334822,-0.0086085812913253
B9,731.304912009422,-63.5520441221272,-0.006653217056483954
C9,731.1716387743859,-44.857971014492975,-0.010853443916277778
D9,731.0384312395574,-22.86276263268957,-0.007776735538029463
E9,730.971759962414,-66.85317939629809,-0.00603223660656213
F9,730.97163778838,-45.979420289855284,-0.01085325973967005
G9,730.9715710941613,-23.55043478260882,-0.010853201776645813
A10,788.5627104724892,-6.8580744641581495,-0.008329710474931315
B10,788.3495534561379,-66.35359220250675,-0.006374578997735448
C10,788.2155567281982,-47.233333333333576,-0.0098813605300596
D10,788.0816602754303,-24.640994582378234,-0.007472433574140567
E10,788.0146310344782,-69.82567208429073,-0.005728215024470379
F10,788.0143863610882,-48.414166666666894,-0.009881042485556702
G10,788.0142690347287,-24.797500000000138,-0.009881185146036978
A11,840.1326094549454,-7.628074819613303,-0.008001913510784466
B11,839.919053953453,-68.49938894850082,-0.006045161594857359
C11,839.784833592685,-49.114492753623445,-0.00886467477346516
D11,839.6505700064041,-26.128140420308007,-0.007126039992221406
E11,839.583477980336,-72.10084508694095,-0.005379992272946453
F11,839.5840867230828,-50.342355072464,-0.008865724282486458
G11,839.5843875168106,-25.78510869565232,-0.008865412051560396
A12,886.0062253215148,-8.247136797822458,-0.007635000661889763
B12,885.7917357981933,-70.03010957898722,-0.005689037110479206
C12,885.6514959892652,-50.50144927536258,-0.007806816336661758
D12,885.5135306057625,-27.282626545527233,-0.006743607901534478
E12,885.4434708095334,-73.72027200520009,-0.005008937915269163
F12,885.4374669932091,-51.763985507246616,-0.007795922547472501
G12,885.4343233463876,-26.513260869565364,-0.007795378090444448
