ID,DX,DY,RZ
A0,0.0,0.0,0.0
B0,0.0,0.0,0.0
C0,0.0,0.0,0.0
D0,0.0,0.0,-0.022925233485821418
E0,0.0,0.0,-0.023964606760496762
F0,0.0,0.0,0.0
G0,0.0,0.0,0.0
A1,114.38617630698344,0.07365955316371592,-0.00893568767635539
B1,114.20967836365857,-12.572500132873888,-0.006582345893949783
C1,114.03965202175948,-8.063768115942057,-0.021773470592070254
D1,114.48876921881116,-3.102259568816847,-0.006990503437039244
E1,114.20799104881317,-13.025276663067116,-0.004782166963074096
F1,113.03697055325826,-8.265362318840607,-0.021808533914266036
G1,112.4303487265128,-4.233478260869579,-0.021831004641738528
A2,207.43933934651477,-0.18460467088567492,-0.008679822922935187
B2,207.29368992605967,-22.124163445056354,-0.006780013474825545
C2,207.30942803381336,-14.392753623188456,-0.015016265788084893
D2,207.15785250633243,-5.710532977621887,-0.008277856180412067
E2,207.20552597096992,-23.07497426875467,-0.006617308993160095
F2,207.48264903327808,-14.752572463768166,-0.015136622814891632
G2,207.62135709859135,-7.556195652173939,-0.015223291987005198
A3,292.75244959895593,-0.6825601324774042,-0.008793773784123503
B3,292.5340415016443,-30.670121026942883,-0.006825198600761463
C3,292.3859910292361,-20.22753623188413,-0.01544128753239558
D3,292.2664418368731,-8.381811953050903,-0.008234025063781498
E3,292.19663150267235,-32.07326051071686,-0.00646872649095781
F3,292.17034252884423,-20.733224637681232,-0.015354086812850692
G3,292.15998109911334,-10.619456521739167,-0.015310172340750043
A4,375.36841224930737,-1.359419196907213,-0.008983096241341035
B4,375.1585461212623,-38.27116051323771,-0.007030292037780826
C4,375.0317124943479,-25.568115942029078,-0.014703466515351619
D4,374.89839521975074,-11.04498047288908,-0.008373988654611333
E4,374.83229628672916,-40.091251411168415,-0.006632918712760547
F4,374.8344810547247,-26.207318840579806,-0.014729847399949165
G4,374.83447558935535,-13.423260869565267,-0.014743174190411367
A5,454.76209984221094,-2.174276347476609,-0.009069114812505958
B5,454.55034506954706,-44.968187420639325,-0.007113310552231554
C5,454.4189319294654,-30.414492753623303,-0.014126450533595715
D5,454.28900261389424,-13.662631610160945,-0.008402356177274342
E5,454.22407417687697,-47.16635389708486,-0.006657482599227369
F5,454.22401685931356,-31.17485507246389,-0.014119436858517763
G5,454.2243047603961,-15.967608695652237,-0.014115852894667833
A6,530.5094766658638,-3.0850357901218737,-0.009068197756998542
B6,530.2976962067804,-50.80329754321146,-0.00711295446268415
C6,530.1664188424055,-34.766666666666815,-0.013409662085569703
D6,530.034884325672,-16.193858276101615,-0.008351200038651295
E6,529.9690118344354,-53.339475057231056,-0.00660676089974867
F6,529.9688076103457,-35.63583333333349,-0.01341112874177308
G6,529.9686184876339,-18.252500000000076,-0.01341203762997826
A7,602.1483654845756,-4.050138516387181,-0.008985661654504987
B7,601.9362031410683,-55.81804988940994,-0.007030312623954969
C7,601.804163815888,-38.624637681159605,-0.012626845789446929
D7,601.6722642938057,-18.598158381195873,-0.008224170582489086
E7,601.6062582585766,-58.651116981122215,-0.006479716813155998
F7,601.6061486108914,-39.590253623188595,-0.01262630185706877
G7,601.6061112497675,-20.277934782608792,-0.012626072852348976
A8,669.2728384746474,-5.028145203548717,-0.008829846232060137
B8,669.0603648211458,-60.05388378195858,-0.006874520764243341
C8,668.9277377466561,-41.98840579710166,-0.01177094688623383
D8,668.7951618037597,-20.834772011569417,-0.008030023395560913
E8,668.7288048007981,-63.14203958263265,-0.006285563321039392
F8,668.728663818231,-43.03811594202921,-0.011770858125162018
G8,668.7285858162264,-22.043913043478376,-0.01177092586713076
A9,731.5177300133031,-5.977810950304713,-0.008608581291332297
B9,731.3049120104822,-63.55204412215913,-0.006653217056490694
C9,731.1716387754446,-44.857971014492996,-0.010853443916284995
D9,731.0384312406151,-22.862762632656548,-0.007776735538036094
E9,730.971759963477,-66.85317939632806,-0.0060322366065688445
F9,730.9716377894476,-45.97942028985531,-0.010853259739677525
G9,730.9715710952314,-23.550434782608825,-0.010853201776653696
A10,788.5627104735863,-6.858074464127131,-0.008329710474936856
B10,788.3495534572324,-66.35359220253962,-0.006374578997740985
C10,788.2155567292912,-47.2333333333336,-0.009881360530063478
D10,788.0816602765234,-24.640994582344213,-0.0074724335741463066
E10,788.0146310355743,-69.8256720843215,-0.0057282150244757826
F10,788.0143863621885,-48.41416666666692,-0.00988104248555923
G10,788.0142690358321,-24.797500000000138,-0.009881185146039313
A11,840.1326094560605,-7.628074819581341,-0.00800191351079102
B11,839.9190539545697,-68.49938894853469,-0.006045161594864183
C11,839.784833593798,-49.114492753623466,-0.008864674773471977
D11,839.6505700075141,-26.128140420272903,-0.007126039992228469
E11,839.5834779814469,-72.10084508697244,-0.00537999227295336
F11,839.5840867241939,-50.34235507246404,-0.008865724282492634
G11,839.5843875179228,-25.78510869565232,-0.008865412051566142
A12,886.0062253226943,-8.247136797789604,-0.007635000661899559
B12,885.7917357993738,-70.03010957902204,-0.005689037110488985
C12,885.6514959904455,-50.50144927536261,-0.0078068163366781865
D12,885.5135306069427,-27.282626545491166,-0.006743607901544712
E12,885.443470810714,-73.72027200523243,-0.0050089379152793365
F12,885.4374669943902,-51.76398550724666,-0.007795922547489431
