ID,DX,DY,RZ
A0,0.0,0.0,0.0
B0,0.0,0.0,0.0
C0,0.0,0.0,0.0
D0,0.0,0.0,-0.03487946705288173
E0,0.0,0.0,-0.03589372591020704
F0,0.0,0.0,0.0
G0,0.0,0.0,0.0
A1,171.76366468622422,1.8281057368911175,-0.01256782460073273
B1,171.66868119814214,-14.326946316600456,-0.010224295880385639
C1,171.5296779278486,-8.063768115942048,-0.03257340904502574
D1,172.2865468265986,-1.3518296436680428,-0.009757933660358974
E1,171.93324029950773,-14.77570658821551,-0.007566351394743345
F1,170.21223425800025,-8.265362318840602,-0.03266332059733342
G1,169.31132075707447,-4.2334782608695765,-0.032700002510087985
A2,308.7520081310494,2.7620875756780876,-0.011914329962759058
B2,308.7461543933126,-25.070855691618682,-0.010012456540697405
C2,308.9025489183797,-14.392753623188442,-0.021647529679913926
D2,308.7618845832719,-2.715636068995152,-0.011501835763856272
E2,308.9777301298906,-26.06987117738259,-0.009850840016091485
F2,309.4689588331758,-14.752572463768155,-0.021828600435954595
G2,309.7021044539196,-7.556195652173933,-0.021959901188269567
A3,429.9635825577251,3.2199030685242875,-0.011703464607806741
B3,429.80681388130256,-34.572584227942976,-0.00972868656518079
C3,429.6989777043582,-20.22753623188411,-0.021656090295232893
D3,429.5997870900412,-4.399022720413399,-0.011104085892676835
E3,429.5952065090639,-36.056049743355906,-0.009328865008683816
F3,429.6103990698455,-20.733224637681218,-0.021512185738036517
G3,429.615998643774,-10.61945652173916,-0.02144476249321525
A4,544.7252000605945,3.3073780136760598,-0.011735706026675858
B4,544.5718814545115,-42.93795772381919,-0.00978298768066521
C4,544.4874809596605,-25.568115942029056,-0.02022898116167129
D4,544.3651121506832,-6.2761166492538925,-0.011111960491907382
E4,544.3554327784276,-44.86011523480563,-0.009371344437763628
F4,544.4019198714948,-26.207318840579788,-0.02026790808734604
G4,544.417135465389,-13.423260869565258,-0.020287429390580015
A5,653.0083860135052,3.0919241726746454,-0.011658390151646365
B5,652.8463541112824,-50.234387940788594,-0.00970168767336781
C5,652.7536029858009,-30.41449275362328,-0.01909414430250524
D5,652.6362663644294,-8.281791107739016,-0.010989594201279389
E5,652.6228173458472,-52.54719439950919,-0.009243896689705353
F5,652.6643449681884,-31.174855072463867,-0.019081970584402645
G5,652.6795880410779,-15.967608695652226,-0.019076568706630475
A6,754.5137680947493,2.640238689494002,-0.011485568073024173
B6,754.3459156041775,-56.52857202282515,-0.009529644496160485
C6,754.2511211789274,-34.76666666666678,-0.017810972656998755
D6,754.1309650183389,-10.348428766847677,-0.010777456645270753
E6,754.1102326185933,-59.18490456648789,-0.009032303694245373
F6,754.1486053754367,-35.63583333333346,-0.01781149257719352
G6,754.1620570295833,-18.25250000000007,-0.01781261663609495
A7,848.8791781696021,2.0168217803180157,-0.011227086481953611
B7,848.7050645222299,-61.88501018611273,-0.009271031007759565
C7,848.6066370621052,-38.62463768115958,-0.016490892747483884
D7,848.4854158182978,-12.410761176601225,-0.010483474987888939
E7,848.4587603257412,-64.83851418572006,-0.008738334361398963
F7,848.4942268399026,-39.590253623188566,-0.01648835830957649
G7,848.5068272391261,-20.277934782608785,-0.01648782249337964
A8,935.8590477052124,1.2844436289486256,-0.010897848973271545
B8,935.6789608347565,-66.36647261445336,-0.008941854835378427
C8,935.5768199150499,-41.98840579710164,-0.015130382936405277
D8,935.4539504650821,-14.405068179745548,-0.01012332400830727
E8,935.4211882195328,-69.5717434144599,-0.00837819247725265
F8,935.4532128238835,-43.03811594202918,-0.015128496429107852
G8,935.4645514011985,-22.043913043478366,-0.015128363047631169
A9,1015.2976921055166,0.5038347103334726,-0.010511167475011657
B9,1015.1118888470037,-70.03368978279464,-0.008555172928476554
C9,1015.0057278088141,-44.857971014492975,-0.013750715914190746
D9,1014.8811904914438,-16.269489657127423,-0.009710680047298114
E9,1014.8426488552738,-73.44645237186086,-0.007965549527028886
F9,1014.8710850142803,-45.979420289855284,-0.013748669523652718
G9,1014.8811596161407,-23.550434782608814,-0.013748361158103675
A10,1087.1246123494254,-0.2664572811243022,-0.010079442120356526
B10,1086.9334756445228,-72.94520938553973,-0.008123738067776273
C10,1086.8230639467795,-47.233333333333576,-0.012364704696866086
D10,1086.696747535689,-17.944152546793564,-0.009258453114457417
E10,1086.652742580044,-76.52251411987585,-0.007513657233670869
F10,1086.6773141791812,-48.414166666666894,-0.012362698942807263
G10,1086.686013701174,-24.797500000000127,-0.012362626301758925
A11,1151.3446776092844,-0.9701934933640352,-0.009615036989568337
B11,1151.1485867437577,-75.15727027474883,-0.0076577151820815675
C11,1151.0343838605136,-49.114492753623445,-0.01098791405381737
D11,1150.906512020548,-19.37127877589153,-0.00877937047361625
E11,1150.857726518966,-78.85770673135785,-0.0070327251701167185
F11,1150.879383050371,-50.342355072464,-0.010986879088440355
G11,1150.8871579788267,-25.78510869565231,-0.01098622365087114
A12,1208.0422227483966,-1.553492795933231,-0.009132276242414847
B12,1207.8405985163624,-76.7237535808752,-0.007185881774699145
C12,1207.715799904507,-50.50144927536258,-0.009625131428443099
D12,1207.5828876423652,-20.4951767533545,-0.008284356596996837
E12,1207.5261466078716,-80.50772179737335,-0.006549243754269594
F12,1207.5360621495838,-51.763985507246616,-0.00961273814183274
